destination_id,name,state,region,type,styles,best_season,latitude,longitude,source_type,data_status,confidence
dest_laknavaram-lake_telangana,Laknavaram Lake,Telangana,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,18.14802,80.06033,kaggle_destination,candidate,0.7
dest_medak-fort_telangana,Medak Fort,Telangana,Southern India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,18.04361,78.255,kaggle_destination,candidate,0.7
dest_rachakonda-fort_telangana,Rachakonda Fort,Telangana,Southern India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,17.18222,78.8025,kaggle_destination,candidate,0.7
dest_ramappa-temple_telangana,Ramappa Temple,Telangana,Southern India,Village,"[""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Winter – Spring,18.2593,79.94325,kaggle_destination,candidate,0.7
dest_agartala_tripura,Agartala,Tripura,,city,,,,,kaggle_place_city,candidate,0.6
dest_dumboor_tripura,Dumboor,Tripura,,city,,,,,kaggle_place_city,candidate,0.6
dest_unakoti_tripura,Unakoti,Tripura,,city,,,,,kaggle_place_city,candidate,0.6
dest_agra_uttar-pradesh,Agra,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_aligarh_uttar-pradesh,Aligarh,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_allahabad_uttar-pradesh,Allahabad,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_ayodhya_uttar-pradesh,Ayodhya,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_bateshwar_uttar-pradesh,Bateshwar,Uttar Pradesh,Northern India,Village,"[""Heritage"",""Culture"",""Photography"",""Spirituality""]",October – March,26.9372,78.5372,kaggle_destination,candidate,0.7
dest_chunar_uttar-pradesh,Chunar,Uttar Pradesh,Northern India,Village,"[""Heritage"",""Culture"",""Photography"",""Adventure""]",September – March,25.1278,82.8808,kaggle_destination,candidate,0.7
dest_deogarh_uttar-pradesh,Deogarh,Uttar Pradesh,Northern India,Village,"[""Heritage"",""Culture"",""Photography"",""Peaceful Retreat""]",October – March,24.5222,78.2561,kaggle_destination,candidate,0.7
dest_dudhwa-national-park_uttar-pradesh,Dudhwa National Park,Uttar Pradesh,Northern India,Village,"[""Wildlife"",""Nature"",""Forest Trail"",""Offbeat""]",November – April,28.4906,80.6603,kaggle_destination,candidate,0.7
dest_fatehpur-sikri_uttar-pradesh,Fatehpur Sikri,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_greater-noida_uttar-pradesh,Greater Noida,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_jhansi_uttar-pradesh,Jhansi,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_kampil_uttar-pradesh,Kampil,Uttar Pradesh,Northern India,Village,"[""Heritage"",""Culture"",""Spirituality""]",October – March,27.5928,79.2817,kaggle_destination,candidate,0.7
dest_kanpur_uttar-pradesh,Kanpur,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_lucknow_uttar-pradesh,Lucknow,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_mathura_uttar-pradesh,Mathura,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_meerut_uttar-pradesh,Meerut,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_noida_uttar-pradesh,Noida,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_porbandar_uttar-pradesh,Porbandar,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_sarnath_uttar-pradesh,Sarnath,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_varanasi_uttar-pradesh,Varanasi,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_vrindavan_uttar-pradesh,Vrindavan,Uttar Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_abbott-mount_uttarakhand,Abbott Mount,Uttarakhand,Northern India,Trek,"[""Nature"",""Culture"",""Peaceful Retreat""]",March to June & September to November,29.4217,80.1264,kaggle_destination,candidate,0.7
dest_almora_uttarakhand,Almora,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_auli_uttarakhand,Auli,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_badrinath_uttarakhand,Badrinath,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_binsar_uttarakhand,Binsar,Uttarakhand,Northern India,Village,"[""Nature"",""Culture"",""Spiritual"",""Trekking"",""Bird Watching"",""Nature Walk"",""Photography""]",Summer – Spring,29.70017,79.74976,kaggle_destination,candidate,0.7
dest_chakrata_uttarakhand,Chakrata,Uttarakhand,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,30.70132,77.87034,kaggle_destination,candidate,0.7
dest_chopta_uttarakhand,Chopta,Uttarakhand,Northern India,Trek,"[""Adventure"",""Wildlife"",""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Summer – Spring,30.18019,79.36768,kaggle_destination,candidate,0.7
dest_dehradun_uttarakhand,Dehradun,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_haridwar_uttarakhand,Haridwar,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_harsil_uttarakhand,Harsil,Uttarakhand,Northern India,Village,"[""Nature"",""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Summer – Spring,31.03691,78.75065,kaggle_destination,candidate,0.7
dest_jim-corbett_uttarakhand,Jim Corbett,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_joshimath_uttarakhand,Joshimath,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_kanatal_uttarakhand,Kanatal,Uttarakhand,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,30.41533,78.32119,kaggle_destination,candidate,0.7
dest_kausani_uttarakhand,Kausani,Uttarakhand,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,29.33757,79.5048,kaggle_destination,candidate,0.7
dest_kedarnath_uttarakhand,Kedarnath,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_khirsu_uttarakhand,Khirsu,Uttarakhand,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,30.17141,78.86837,kaggle_destination,candidate,0.7
dest_landour_uttarakhand,Landour,Uttarakhand,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,30.45684,78.10224,kaggle_destination,candidate,0.7
dest_lohaghat_uttarakhand,Lohaghat,Uttarakhand,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,29.4056,80.11535,kaggle_destination,candidate,0.7
dest_mana-village_uttarakhand,Mana Village,Uttarakhand,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,30.96712,79.41097,kaggle_destination,candidate,0.7
dest_mukteshwar_uttarakhand,Mukteshwar,Uttarakhand,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,29.47208,79.64804,kaggle_destination,candidate,0.7
dest_munsiyari_uttarakhand,Munsiyari,Uttarakhand,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,30.12249,80.24153,kaggle_destination,candidate,0.7
dest_mussoorie_uttarakhand,Mussoorie,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_nainital_uttarakhand,Nainital,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_pangot_uttarakhand,Pangot,Uttarakhand,Northern India,Mountain,"[""Nature"",""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,29.42413,79.42704,kaggle_destination,candidate,0.7
dest_peora_uttarakhand,Peora,Uttarakhand,Northern India,Mountain,"[""Nature"",""Photography"",""Peaceful Retreat""]",October to March (for snow views) & April to June (for fruit season),29.5312,79.6247,kaggle_destination,candidate,0.7
dest_ranikhet_uttarakhand,Ranikhet,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_rishikesh_uttarakhand,Rishikesh,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_uttarkashi_uttarakhand,Uttarkashi,Uttarakhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_bishnupur-temples_west-bengal,Bishnupur Temples,West Bengal,Eastern India,Village,"[""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Winter – Spring,23.075,87.317,kaggle_destination,candidate,0.7
dest_bolpur_west-bengal,Bolpur,West Bengal,,city,,,,,kaggle_place_city,candidate,0.6
dest_chandraketugarh_west-bengal,Chandraketugarh,West Bengal,Eastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,22.69752,88.6884,kaggle_destination,candidate,0.7
dest_cooch-behar_west-bengal,Cooch Behar,West Bengal,,city,,,,,kaggle_place_city,candidate,0.6
dest_darjeeling_west-bengal,Darjeeling,West Bengal,,city,,,,,kaggle_place_city,candidate,0.6
dest_digha_west-bengal,Digha,West Bengal,,city,,,,,kaggle_place_city,candidate,0.6
dest_duarsini_west-bengal,Duarsini,West Bengal,Eastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,23.04974,86.56573,kaggle_destination,candidate,0.7
dest_garhpanchkot_west-bengal,Garhpanchkot,West Bengal,Eastern India,Village,"[""Culture"",""History"",""Nature""]",October to March,23.6196,86.7797,kaggle_destination,candidate,0.7
dest_henry-s-island_west-bengal,Henry's Island,West Bengal,Eastern India,Island,"[""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,21.57943,88.28868,kaggle_destination,candidate,0.7
dest_hooghly_west-bengal,Hooghly,West Bengal,,city,,,,,kaggle_place_city,candidate,0.6
dest_jaldapara-national-park_west-bengal,Jaldapara National Park,West Bengal,Eastern India,Mountain,"[""Nature"",""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,26.68477,89.30472,kaggle_destination,candidate,0.7
dest_jalpaiguri_west-bengal,Jalpaiguri,West Bengal,,city,,,,,kaggle_place_city,candidate,0.6
dest_kolkata_west-bengal,Kolkata,West Bengal,,city,,,,,kaggle_place_city,candidate,0.6
dest_kurseong_west-bengal,Kurseong,West Bengal,Eastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,26.88183,88.27836,kaggle_destination,candidate,0.7
dest_lava-forest_west-bengal,Lava Forest,West Bengal,Eastern India,Mountain,"[""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,27.08611,88.66056,kaggle_destination,candidate,0.7
dest_lepchajagat_west-bengal,Lepchajagat,West Bengal,Eastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,26.9986,88.1672,kaggle_destination,candidate,0.7
dest_lolegaon_west-bengal,Lolegaon,West Bengal,Eastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,27.02041,88.56502,kaggle_destination,candidate,0.7
dest_mukutmanipur_west-bengal,Mukutmanipur,West Bengal,Eastern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,22.96256,86.78752,kaggle_destination,candidate,0.7
dest_murshidabad_west-bengal,Murshidabad,West Bengal,,city,,,,,kaggle_place_city,candidate,0.6
dest_purulia_west-bengal,Purulia,West Bengal,,city,,,,,kaggle_place_city,candidate,0.6
dest_rishyap_west-bengal,Rishyap,West Bengal,Eastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,27.11125,88.6532,kaggle_destination,candidate,0.7
dest_samsing-village_west-bengal,Samsing Village,West Bengal,Eastern India,Village,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,26.98917,88.80361,kaggle_destination,candidate,0.7
dest_siliguri_west-bengal,Siliguri,West Bengal,,city,,,,,kaggle_place_city,candidate,0.6
dest_sundarbans_west-bengal,Sundarbans,West Bengal,,city,,,,,kaggle_place_city,candidate,0.6
dest_suntalekhola_west-bengal,Suntalekhola,West Bengal,Eastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,27.01339,88.78778,kaggle_destination,candidate,0.7
dest_tajpur-beach_west-bengal,Tajpur Beach,West Bengal,Eastern India,Beach,"[""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,21.65118,87.63508,kaggle_destination,candidate,0.7
